Entry_Time,Type,Net_Pts,PnL_INR,Reason,Degree,Lyapunov,Momentum,Confidence,OrderFlow,Signal,Divergence,IsTrap,Logic
2025-10-07 11:38:50.756,LONG,44.099999999998545,19844.999999999345,TIME,2.64,0.20661963149290496,0.22932593519429928,0.6146629675971497,0.9720767888307156,0.5264262766488659,0.020805369127516102,False,DIRECT
2025-10-08 15:02:13.381,LONG,-21.0,-9450.0,SL,2.36,0.23025850930085978,0.7141260233454443,0.8570630116727221,0.2206896551724138,0.5167514760762321,0.1385294117645873,False,DIRECT
2025-10-09 10:24:56.810,SHORT,-21.200000000000728,-9540.000000000327,SL,2.24,0.12039728043283612,-0.4684810954089905,0.7342405477044952,-0.6410256410256411,-0.5374989136556507,0.008780487804880386,False,DIRECT
2025-10-09 10:54:21.147,LONG,59.0,26550.0,TP,2.16,0.06359887667166678,0.28741270948308445,0.6437063547415421,0.9038461538461539,0.5339860872283122,0.009086538461539733,False,DIRECT
2025-10-09 12:41:39.914,SHORT,-21.099999999998545,-9494.999999999345,SL,2.36,0.09650808960438037,-0.3501103829632469,0.6750551914816235,-0.7358490566037735,-0.5044058524194576,0.008625000000002091,False,DIRECT
2025-10-09 14:27:46.471,SHORT,-21.0,-9450.0,SL,2.0,0.15404450409506137,-0.9411861460687675,0.9705930730343838,-0.4117647058823529,-0.7294175699942016,0.023918918918885992,False,DIRECT
2025-10-13 11:02:33.257,LONG,-21.0,-9450.0,SL,2.16,0.2890371757910312,0.32147212407341325,0.6607360620367067,0.9166666666666666,0.5595499411107147,0.016271186440671943,False,DIRECT
2025-10-13 12:36:30.829,LONG,4.0,1800.0,TIME,2.24,0.06931471805599453,1.0,1.0,0.041666666666666664,0.6166666666666667,0.017272727272727273,False,DIRECT
2025-10-14 10:18:54.302,SHORT,-21.599999999998545,-9719.999999999345,SL,2.16,0.15260563034952604,-0.7954580559808234,0.8977290279904118,-0.46153846153846156,-0.6618902182038786,0.003296703296702242,False,DIRECT
2025-10-14 13:15:31.347,LONG,37.0,16650.0,TIME,2.24,0.16094379124321162,1.0,1.0,0.0,0.6,0.00686440677966271,False,DIRECT
2025-10-15 09:29:36.438,LONG,-23.200000000000728,-10440.000000000327,SL,2.52,0.16094379124486521,0.43810900075147713,0.7190545003757386,0.8705035971223022,0.6110668392998071,0.10242857142840109,False,DIRECT
2025-10-15 10:41:16.258,SHORT,-22.200000000000728,-9990.000000000327,SL,2.36,0.2197224577334198,-0.8259940336826556,0.9129970168413277,-0.10810810810810811,-0.5388396634528365,0.02480769230766454,False,DIRECT
2025-10-16 10:14:38.573,SHORT,-21.0,-9450.0,SL,2.24,0.18325814637492197,-0.5179554297192676,0.7589777148596337,-0.5445544554455446,-0.5285950400097783,0.06227272727273643,False,DIRECT
2025-10-16 13:37:58.925,SHORT,-22.0,-9900.0,SL,2.16,0.29957322735685427,-0.8333174143128174,0.9166587071564086,-0.058823529411764705,-0.5235198603523963,0.01333333333336208,False,DIRECT
2025-10-16 14:32:25.977,LONG,5.0,2250.0,TIME,2.4,0.19459101490527148,0.6170261122428694,0.8085130561214346,0.7849462365591398,0.6841941619693775,0.033900000000019734,False,DIRECT
2025-10-17 09:15:48.446,SHORT,-23.599999999998545,-10619.999999999345,SL,2.6,0.19526898360396033,-0.3724427492816956,0.6862213746408478,-0.8591731266149871,-0.5671349002150122,0.027548387096780223,False,DIRECT
2025-10-17 10:01:27.991,LONG,59.0,26550.0,TP,2.32,0.24849066497880004,0.28209371893051666,0.6410468594652583,0.8378378378378378,0.5043913664934452,0.0035606060606060605,False,DIRECT
2025-10-20 10:51:14.657,LONG,-21.0,-9450.0,SL,2.36,0.11394342831892743,0.2976199699137053,0.6488099849568526,0.9318181818181818,0.5512992546754959,0.004473684210527458,False,DIRECT
2025-10-23 09:21:37.010,LONG,59.099999999998545,26594.999999999345,TP,2.84,0.15686159179144515,0.24604594231015722,0.6230229711550785,0.9072847682119205,0.5105414726708626,0.01745049504950998,False,DIRECT
2025-10-23 11:05:07.977,SHORT,3.5,1575.0,TIME,2.44,0.1860752340713967,-0.3301191582944298,0.6650595791472149,-0.8148148148148148,-0.5239974209025838,0.0023349056603763968,False,DIRECT
2025-10-23 11:54:10.580,SHORT,-11.299999999999272,-5084.999999999673,TIME,2.4,0.14190841839429988,-0.3948137564443205,0.6974068782221602,-0.7674418604651163,-0.5438649980526389,0.024813829787229243,False,DIRECT
2025-10-24 13:59:41.330,LONG,34.099999999998545,15344.999999999345,TIME,2.08,0.1589235205116878,1.0,1.0,0.0,0.6,0.00634615384615207,False,DIRECT
2025-10-27 11:10:19.905,LONG,-7.900000000001455,-3555.000000000655,TIME,2.4,0.2302585092972218,0.5873825478440229,0.7936912739220114,0.4482758620689655,0.531739873534,0.009090909090910093,False,DIRECT
2025-10-27 13:06:26.018,SHORT,41.099999999998545,18494.999999999345,TIME,2.04,0.22155737160007777,-0.7500198060197009,0.8750099030098505,-0.2727272727272727,-0.5591027927027296,0.009725274725275502,False,DIRECT
2025-10-28 10:24:42.183,LONG,-21.0,-9450.0,SL,2.68,0.19459101490570457,0.6126223288579615,0.8063111644289808,0.6333333333333333,0.6209067306481102,0.0077952755905547535,False,DIRECT
2025-10-28 10:55:28.958,LONG,-22.400000000001455,-10080.000000000655,SL,2.32,0.2708050201098572,0.3333969074550522,0.6666984537275261,0.8,0.5200381444730313,0.011375000000009657,False,DIRECT
2025-10-28 11:19:32.520,SHORT,-23.299999999999272,-10484.999999999673,SL,2.36,0.06613984822458051,-0.688225729463777,0.8441128647318885,-0.8064516129032258,-0.7355160828395565,0.009937499999990058,False,DIRECT
2025-10-28 12:45:52.391,LONG,-9.0,-4050.0,TIME,2.52,0.12992829841284234,0.2256722483661123,0.6128361241830561,0.9565217391304348,0.5180120446718413,0.006269841269838132,False,DIRECT
2025-10-28 13:34:14.327,LONG,-23.200000000000728,-10440.000000000327,SL,2.16,0.16094379124365257,1.0,1.0,0.0,0.6,0.02590909090909091,False,DIRECT
2025-10-31 11:15:22.984,LONG,28.099999999998545,12644.999999999345,TIME,2.6,0.22617630984736387,0.3716585422327611,0.6858292711163806,0.8088235294117647,0.5465245371043626,0.005633802816900446,False,DIRECT
2025-10-31 11:59:54.899,LONG,-21.80000000000291,-9810.00000000131,SL,2.48,0.12267874820916795,0.5460908462925866,0.7730454231462933,0.7014925373134329,0.6082515227009251,0.012106598984772916,False,DIRECT
2025-11-04 14:36:03.194,LONG,-21.0,-9450.0,SL,2.52,0.28134107167624617,0.5101779904535538,0.7550889952267769,0.5789473684210527,0.5376857416405534,0.005495049504948911,False,DIRECT
2025-11-06 09:44:31.229,SHORT,-22.900000000001455,-10305.000000000655,SL,2.36,0.2995732273550353,-0.5874523670394876,0.7937261835197438,-0.7916666666666666,-0.6691380868903591,0.016901408450697295,False,DIRECT
2025-11-06 14:00:25.560,SHORT,-21.200000000000728,-9540.000000000327,SL,2.28,0.06931471805660086,-1.0,1.0,0.0,-0.6,0.05799999999997187,False,DIRECT
2025-11-07 12:04:30.376,LONG,11.200000000000728,5040.000000000327,TIME,2.36,0.1435084525289496,0.6201826580684,0.8100913290342,0.55,0.59210959484104,0.014634146341460819,False,DIRECT
2025-11-07 12:44:03.679,SHORT,-21.0,-9450.0,SL,2.28,0.07419373447286844,-0.5002814031551098,0.750140701577555,-0.8076923076923077,-0.623245764969989,0.0113855421686747,False,DIRECT
2025-11-11 14:28:28.318,LONG,-21.0,-9450.0,SL,2.32,0.17227665977408438,0.565489629947827,0.7827448149739136,0.5274725274725275,0.5502827889577072,0.023124999999995326,False,DIRECT
2025-11-12 12:15:53.636,LONG,44.400000000001455,19980.000000000655,TIME,2.32,0.2944438979181758,0.38451225943947037,0.6922561297197353,0.7857142857142857,0.5449930699493966,0.021545454545465945,False,DIRECT
2025-11-13 10:04:19.373,SHORT,-21.0,-9450.0,SL,2.28,0.06931471805619663,-0.3883573054042198,0.6941786527021099,-0.8285714285714286,-0.5644429546711034,0.006237623762376687,False,DIRECT
2025-11-13 11:32:35.565,LONG,9.5,4275.0,TIME,2.36,0.20149030205477217,0.6001572794128657,0.8000786397064329,0.8333333333333334,0.6934277009810528,0.021792452830188682,False,DIRECT
2025-11-17 09:32:08.930,SHORT,6.299999999999272,2834.9999999996726,TIME,2.2,0.23025850930085978,-0.36843465534291364,0.6842173276714568,-0.8863636363636364,-0.5756062477512027,0.024374999999994783,False,DIRECT
2025-11-17 11:20:56.986,LONG,-22.400000000001455,-10080.000000000655,SL,2.4,0.253897387106051,0.5268731847905258,0.763436592395263,0.6666666666666666,0.5827905775409821,0.009493670886077697,False,DIRECT
2025-11-17 12:13:18.493,SHORT,-21.5,-9675.0,SL,2.08,0.29957322735685427,-0.6672613866326618,0.8336306933163309,-0.8421052631578947,-0.737198937242755,0.04318181818181818,False,DIRECT
2025-11-17 14:45:48.357,SHORT,-21.0,-9450.0,SL,2.08,0.1791759469228055,-0.8571420009582958,0.9285710004791479,-0.3333333333333333,-0.6476185339083108,0.005753424657534247,False,DIRECT
2025-11-18 09:51:50.208,LONG,-21.0,-9450.0,SL,2.64,0.2833213344071196,0.48385634412928563,0.7419281720646428,0.5735294117647058,0.5197255711834537,0.03270491803279079,False,DIRECT
2025-11-18 10:06:11.743,SHORT,25.599999999998545,11519.999999999345,TIME,2.32,0.06931471805781352,-0.4242743487591255,0.7121371743795627,-0.7575757575757576,-0.5575949122857784,0.029999999999992956,False,DIRECT
2025-11-18 13:16:45.049,SHORT,-21.299999999999272,-9584.999999999673,SL,2.16,0.2079441541693478,-0.35020679924724907,0.6751033996236245,-0.9404761904761905,-0.5863145557388256,0.020602409638563246,False,DIRECT
2025-11-19 10:32:52.347,SHORT,23.799999999999272,10709.999999999673,TIME,2.16,0.17047480922367717,-0.3260766235179034,0.6630383117589517,-0.8571428571428571,-0.5385031169678849,0.0701408450705016,False,DIRECT
2025-11-19 13:10:09.380,SHORT,19.0,8550.0,TIME,2.12,0.11631508098047713,-0.4118581166880737,0.7059290583440369,-0.9365079365079365,-0.6217180446160189,0.019444444444449684,False,DIRECT
2025-11-19 14:39:57.282,SHORT,8.799999999999272,3959.9999999996726,TIME,2.2,0.10116009116735189,-0.3073366786409223,0.6536683393204611,-0.9325842696629213,-0.5574357150497219,0.012807692307688008,False,DIRECT
2025-11-19 15:21:58.841,LONG,7.0,3150.0,TIME,2.32,0.2197224577348346,1.0,1.0,0.0,0.6,0.044285714285729624,False,DIRECT
2025-11-20 10:20:49.490,SHORT,-21.0,-9450.0,SL,2.2,0.074721440182937,-1.0,1.0,-0.3333333333333333,-0.7333333333333333,0.004090909090906385,False,DIRECT
2025-11-20 12:59:29.593,LONG,34.70000000000073,15615.000000000327,TIME,2.2,0.2833213344071196,0.32061010886345886,0.6603050544317294,0.775,0.5023660653180754,0.01473214285714477,False,DIRECT
2025-11-20 13:56:08.401,LONG,-9.900000000001455,-4455.000000000655,TIME,2.56,0.06664789334772146,0.4023306837626396,0.7011653418813198,0.6610169491525424,0.5058051899186007,0.02381250000000866,False,DIRECT
2025-11-20 15:11:25.952,SHORT,-21.799999999999272,-9809.999999999673,SL,2.36,0.14663370687952929,-0.30599146120045945,0.6529957306002298,-0.84375,-0.5210948767202757,0.02495049504949776,False,DIRECT
2025-11-21 09:20:57.095,LONG,-24.0,-10800.0,SL,2.76,0.2079441541693478,0.4602813148680224,0.7301406574340112,0.76,0.5801687889208135,0.012999999999995796,False,DIRECT
2025-11-21 12:29:39.417,LONG,18.5,8325.0,TIME,2.48,0.2944438979181758,0.8823380847349723,0.9411690423674862,0.2,0.6094028508409834,0.02611111111111815,False,DIRECT
2025-11-21 13:22:44.750,LONG,7.5,3375.0,TIME,2.24,0.10296194171821978,0.34997880693798744,0.6749894034689937,0.7272727272727273,0.5008963750718834,0.017093023255813952,False,DIRECT
2025-11-21 14:33:34.574,LONG,-22.900000000001455,-10305.000000000655,SL,2.44,0.06931471805599453,0.5660833223057189,0.7830416611528594,0.5714285714285714,0.5682214219548599,0.005366972477061354,False,DIRECT
2025-11-24 10:35:00.670,LONG,-21.299999999999272,-9584.999999999673,SL,2.36,0.10986122886665939,0.3157770557897412,0.6578885278948706,0.8163265306122449,0.5159968457187427,0.006870967741941612,False,DIRECT
2025-11-24 11:12:48.517,LONG,19.099999999998545,8594.999999999345,TIME,2.2,0.13217558399786816,0.7420885459847877,0.871044272992394,0.18181818181818182,0.5179804003181453,0.02250000000000963,False,DIRECT
2025-11-24 13:15:36.084,SHORT,-9.299999999999272,-4184.999999999673,TIME,2.04,0.13862943611185913,-1.0,1.0,0.0,-0.6,0.04258064516130032,False,DIRECT
2025-11-25 14:13:02.730,LONG,-22.900000000001455,-10305.000000000655,SL,2.28,0.19459101490709046,0.9285609724624191,0.9642804862312095,0.06666666666666667,0.583803250144118,0.05467741935491571,False,DIRECT
2025-11-25 14:31:55.098,LONG,-22.5,-10125.0,SL,2.72,0.2302585092972218,0.5001742151034767,0.7500871075517384,0.8372093023255814,0.6349882499923186,0.016636363636372435,False,DIRECT
